,0,1,2
36,-1.3794833435070946,-1.3996394016092684,-1.4108371746822743
37,-1.3886502292103364,-1.3996394016092684,-1.4108371746822743
38,-1.3886502292103364,-1.3996394016092684,-1.3832529727355596
39,-1.3886502292103364,-1.372094619298534,-1.364863504771083
40,-1.3611495721006108,-1.3537314310913777,-1.339118249620816
41,-1.3428158006941269,-1.3280229676013589,-1.3170508880634442
42,-1.3171485207250497,-1.3059871417527713,-1.2324593354268525
43,-1.295147995037269,-1.2215164759998525,-1.2839498457273866
44,-1.2108126465674438,-1.27293340297989,-1.2177477610552712
45,-1.2621472065055983,-1.2068259254341274,-1.2545266969842241
46,-1.1961456294422568,-1.24355230184844,-1.2582045905771195
47,-1.2328131722552242,-1.2472249394898711,-1.3685413983639783
48,-1.236479926536521,-1.357404068732809,-1.3906087599213501
49,-1.3464825549754238,-1.3794398945813966,-1.3575077175852925
50,-1.3684830806632042,-1.3463861558085153,-1.3464740368066066
51,-1.3354822921315335,-1.3353682428842215,-1.3244066752492347
52,-1.3244820292876431,-1.3133324170356337,-1.3354403560279207
53,-1.3024815035998627,-1.3243503299599277,-1.3501519303995018
54,-1.3134817664437528,-1.3390408805256526,-1.3317624624350255
55,-1.3281487835689398,-1.3206776923184964,-1.2434930162055382
56,-1.309815012162456,-1.2325343889241462,-1.313372994470549
57,-1.221812909411334,-1.30231450411134,-1.3354403560279207
58,-1.2914812407559724,-1.3243503299599277,-1.2729161649487006
59,-1.3134817664437528,-1.2619154900555962,-1.2214256546481665
60,-1.251146943661708,-1.2104985630755587,-1.1993582930907947
61,-1.1998123837235535,-1.188462737226971,-1.1699351443476325
62,-1.1778118580357728,-1.159081636095521,-1.1441898891973654
63,-1.1484778237853988,-1.133373172605502,-1.162579357161842
64,-1.1228105438163216,-1.1517363608126585,-1.0375309750034019
65,-1.1411443152228053,-1.0268666810039957,-1.0853435917110406
66,-1.0164746696587157,-1.0746109703426021,-1.1000551660826219
67,-1.0641424753155735,-1.089301520908327,-1.0559204429678781
68,-1.0788094924407605,-1.045229869211152,-1.0228194006318205
69,-1.0348084410651994,-1.0121761304382706,-0.9143215396414094
70,-1.0018076525335287,-0.9038333200160484,-0.9235162736236476
71,-0.8936384012352743,-0.9130149141196267,-0.9750067839241817
72,-0.9028052869385161,-0.9644318410996643,-0.9492615287739147
73,-0.9541398468766707,-0.9387233776096454,-0.8499584017657417
74,-0.9284725669075935,-0.8395621612910015,-0.7304268599966446
75,-0.829470201312581,-0.7202014379444855,-0.7120373920321681
76,-0.7103006871704364,-0.7018382497373292,-0.6200900522097857
77,-0.6919669157639526,-0.6100223087015477,-0.5833111162808328
78,-0.6002980587315337,-0.5732959322872352,-0.8039847318545504
79,-0.5636305159185662,-0.7936541907731107,-0.8223741998190269
80,-0.7836357727963715,-0.8120173789802669,-0.629284786192024
81,-0.8019695442028554,-0.6192039028051258,-0.7764005299078358
82,-0.6094649444347756,-0.7661094084623763,-0.8223741998190269
83,-0.7561351156866458,-0.8120173789802669,-0.8315689338012652
84,-0.8019695442028554,-0.8211989730838452,-0.9382278479952287
85,-0.8111364299060972,-0.9277054646853516,-1.2582045905771195
86,-0.9174723040637032,-1.2472249394898711,-1.302339313691863
87,-1.236479926536521,-1.2912965911870462,-1.3170508880634442
88,-1.280480977912082,-1.3059871417527713,-1.2986614200989677
89,-1.295147995037269,-1.287623953545615,-1.3354403560279207
90,-1.2768142236307853,-1.3243503299599277,-1.313372994470549
91,-1.3134817664437528,-1.30231450411134,-1.188324612312109
92,-1.2914812407559724,-1.1774448243026772,-1.004429932667344
93,-1.1668115951918827,-0.9938129422311143,-0.9639731031454959
94,-0.9834738811270448,-0.9534139281753704,-0.8223741998190269
95,-0.9431395840327804,-0.8120173789802669,-0.7396215939788828
96,-0.8019695442028554,-0.7293830320480637,-0.5465321803518798
97,-0.7194675728736784,-0.5365695558729225,-0.5281427123874033
98,-0.5269629731055986,-0.5182063676657662,-0.5281427123874033
99,-0.5086292016991147,-0.5182063676657662,-0.3534427667248768
100,-0.5086292016991147,-0.34375607969778144,-0.3350532987604003
101,-0.3344583733375188,-0.32539289149062517,-0.2614954269024944
102,-0.31612460193103503,-0.25194013866199994,-0.27069016088473263
103,-0.24278951630509993,-0.2611217327655781,-0.22471649097354143
104,-0.2519564020083418,-0.21521376224768737,-0.3166638307959238
105,-0.20612197349213235,-0.30702970328346885,-0.13276915115115906
106,-0.29779083052455124,-0.12339782121190589,0.04193079451136748
107,-0.11445311645971343,0.05105246675607892,0.014346592564652762
108,0.05971771190188253,0.023507684445344477,0.3453570159252294
109,0.03221705479215685,0.3540450721741578,0.253409676102847
110,0.36222494010886497,0.2622291311383763,0.023541326546891
111,0.270556083076446,0.032689278548922625,0.13387813433374987
112,0.04138394049539874,0.14286840779186039,0.06951499645808219
113,0.15138656893430144,0.07859724906681337,0.08790446442255867
114,0.0872183690116082,0.09696043727396966,0.3269675479607529
115,0.10555214041809198,0.3356818839670015,0.3821359518541823
116,0.3438911687023812,0.3907714485884704,0.3269675479607529
117,0.39889248292183255,0.3356818839670015,0.4556938237120882
118,0.3438911687023812,0.4642242014170956,0.676367439285806
119,0.47222756854776765,0.6845824599029712,0.5844200994634235
120,0.6922328254255731,0.5927665188671897,0.19824127220941754
121,0.6005639683931542,0.20713956651690743,0.2717991440673235
122,0.21555476885699468,0.28059231934553264,0.06951499645808219
123,0.2888898544829298,0.07859724906681337,0.03273606052912924
124,0.0872183690116082,0.04187087265250077,0.10629393238703515
125,0.05055082619864063,0.11532362548112596,0.21663074017389403
126,0.12388591182457577,0.22550275472406373,0.12468340035151163
127,0.23388854026347847,0.13368681368828225,0.12468340035151163
128,0.14221968323105955,0.13368681368828225,0.07870973044032044
129,0.14221968323105955,0.08777884317039152,0.12468340035151163
130,0.0963852547148501,0.13368681368828225,0.3269675479607529
131,0.14221968323105955,0.3356818839670015,0.3269675479607529
132,0.3438911687023812,0.3356818839670015,0.4189148877831353
133,0.3438911687023812,0.427497825002783,0.43730435574761173
134,0.4355600257348001,0.44586101320993926,0.4924727596410412
135,0.45389379714128386,0.5009505778314082,0.4924727596410412
136,0.5088951113607353,0.5009505778314082,0.5660306314989471
137,0.5088951113607353,0.5744033306600334,1.025767330610859
138,0.5822301969866703,1.0334830358389406,1.0809357345042885
139,1.040574482148765,1.0885726004604097,1.0441567985753355
140,1.0955757963682162,1.051846224046097,1.0441567985753355
141,1.0589082535552488,1.051846224046097,1.0441567985753355
142,1.0589082535552488,1.051846224046097,0.7315358431792354
143,1.0589082535552488,0.73967202452444,0.7315358431792354
144,0.7472341396450244,0.73967202452444,0.9338199907884767
145,0.7472341396450244,0.9416670948031592,0.7867042470726648
146,0.948905625116346,0.7947615891459089,0.7867042470726648
147,0.8022354538644758,0.7947615891459089,0.7683147791081884
148,0.8022354538644758,0.7763984009387526,0.9062357888417619
149,0.783901682457992,0.9141223124924248,0.9797936606996678
150,0.9214049680066204,0.98757506532105,1.025767330610859
151,0.9947400536325555,1.0334830358389406,0.9338199907884767
152,1.040574482148765,0.9416670948031592,0.8510673849483325
153,0.948905625116346,0.859032747870956,0.8050937150371413
154,0.866403653787169,0.8131247773530652,0.9430147247707149
155,0.8205692252709595,0.9508486889067375,0.8694568529128089
156,0.958072510819588,0.8773959360781123,0.9154305228240002
157,0.8847374251936528,0.9233039065960029,0.8510673849483325
158,0.9305718537098623,0.859032747870956,0.8050937150371413
159,0.866403653787169,0.8131247773530652,0.8234831830016178
160,0.8205692252709595,0.8314879655602215,1.1177146704332415
161,0.8389029966774434,1.1252989768747221,1.062546266539812
162,1.132243339181184,1.0702094122532533,1.0809357345042885
163,1.0772420249617325,1.0885726004604097,0.8234831830016178
164,1.0955757963682162,0.8314879655602215,1.025767330610859
165,0.8389029966774434,1.0334830358389406,0.7591200451259501
166,1.040574482148765,0.7672168068351745,0.5844200994634235
167,0.7747347967547501,0.5927665188671897,0.2901886120317999
168,0.6005639683931542,0.2989555075526889,0.3637464838897058
169,0.3072236258894136,0.3724082603813141,0.37294121787194406
170,0.38055871151534876,0.38158985448489224,0.13387813433374987
171,0.3897255972185906,0.14286840779186039,0.24421494212060874
172,0.15138656893430144,0.25304753703479815,0.6211990353923765
173,0.26138919737320415,0.6294928952815022,0.9338199907884767
174,0.6372315112061218,0.9416670948031592,0.9981831286641443
175,0.948905625116346,1.0059382535282062,0.9614041927351914
176,1.0130738250390392,0.9692118771138937,0.8878463208772854
177,0.9764062822260717,0.8957591242852685,1.0073778626463825
178,0.9030711966001366,1.0151198476317844,1.4027514238826269
179,1.0222407107422813,1.4099283940856449,1.255635680166815
180,1.4164167959816825,1.2630228884283945,1.5406724336162003
181,1.2697466247298124,1.547652305639317,1.4671145617582946
182,1.553920081530311,1.474199552810692,1.1269094044154797
183,1.4805849959043758,1.1344805709783004,1.255635680166815
184,1.1414102248844258,1.2630228884283945,1.255635680166815
185,1.2697466247298124,1.2630228884283945,1.329193552024721
186,1.2697466247298124,1.3364756412570196,1.2832198821135297
187,1.3430817103557475,1.290567670739129,1.4211408918471033
188,1.297247281839538,1.428291582292801,1.5590619015806768
189,1.4347505673881664,1.5660154938464734,1.5038934976872473
190,1.5722538529367946,1.5109259292250043,1.4211408918471033
191,1.5172525387173434,1.428291582292801,1.4211408918471033
192,1.4347505673881664,1.428291582292801,1.4395303598115798
193,1.4347505673881664,1.4466547704999575,1.3567777539714356
194,1.4530843387946502,1.364020423567754,1.0349620645930973
195,1.3705823674654731,1.0426646299425189,1.1452988723799562
196,1.049741367852007,1.1528437591854566,1.1912725422911474
197,1.1597439962909095,1.1987517297033474,1.1269094044154797
198,1.205578424807119,1.1344805709783004,0.988988394681906
199,1.1414102248844258,0.9967566594246281,0.9062357888417619
200,1.0039069393357973,0.9141223124924248,0.9430147247707149
201,0.9214049680066204,0.9508486889067375,0.7867042470726648
202,0.958072510819588,0.7947615891459089,0.676367439285806
203,0.8022354538644758,0.6845824599029712,0.6855621732680441
204,0.6922328254255731,0.6937640540065493,0.5108622276055177
205,0.7013997111288149,0.5193137660385645,0.5384464295522323
206,0.527228882767219,0.5468585483492989,0.7683147791081884
207,0.5547295398769447,0.7763984009387526,1.0809357345042885
208,0.783901682457992,1.0885726004604097,1.1912725422911474
209,1.0955757963682162,1.1987517297033474,0.9430147247707149
210,1.205578424807119,0.9508486889067375,0.7039516412325206
211,0.958072510819588,0.7121272422137056,0.8970410548595237
212,0.7197334825352988,0.9049407183888467,0.7683147791081884
213,0.9122380823033784,0.7763984009387526,0.9246252568062384
214,0.783901682457992,0.9324855006995811,0.9430147247707149
215,0.9397387394131042,0.9508486889067375,1.255635680166815
216,0.958072510819588,1.2630228884283945,1.172883074326671
217,1.2697466247298124,1.1803885414961912,1.172883074326671
218,1.1872446534006353,1.1803885414961912,1.2648304141490532
219,1.1872446534006353,1.2722044825319725,1.255635680166815
220,1.2789135104330542,1.2630228884283945,1.218856744237862
221,1.2697466247298124,1.2262965120140819,0.7315358431792354
222,1.2330790819168447,0.73967202452444,0.676367439285806
223,0.7472341396450244,0.6845824599029712,0.7407305771614736
224,0.6922328254255731,0.7488536186280181,0.4556938237120882
225,0.7564010253482664,0.4642242014170956,0.7407305771614736
226,0.47222756854776765,0.7488536186280181,0.7131463752147589
227,0.7564010253482664,0.7213088363172837,1.1452988723799562
228,0.7289003682385407,1.1528437591854566,0.9705989267174296
229,1.1597439962909095,0.9783934712174719,0.9154305228240002
230,0.9855731679293136,0.9233039065960029,0.9522094587529532
231,0.9305718537098623,0.9600302830103156,0.8602621189305707
232,0.9672393965228299,0.8682143419745341,0.5660306314989471
233,0.875570539490411,0.5744033306600334,0.5660306314989471
234,0.5822301969866703,0.5744033306600334,0.7683147791081884
235,0.5822301969866703,0.7763984009387526,0.7407305771614736
236,0.783901682457992,0.7488536186280181,0.676367439285806
237,0.7564010253482664,0.6845824599029712,0.6120043014101383
238,0.6922328254255731,0.6203113011779241,0.5752253654811853
239,0.6280646255028798,0.5835849247636115,0.6120043014101383
240,0.5913970826899123,0.6203113011779241,0.676367439285806
241,0.6280646255028798,0.6845824599029712,0.676367439285806
242,0.6922328254255731,0.6845824599029712,0.6579779713213295
243,0.6922328254255731,0.6662192716958149,0.6671727053035678
244,0.6738990540190893,0.675400865799393,0.6671727053035678
245,0.6830659397223312,0.675400865799393,0.6211990353923765
246,0.6830659397223312,0.6294928952815022,0.5292516955699942
247,0.6372315112061218,0.5376769542457207,0.6579779713213295
248,0.5455626541737028,0.6662192716958149,0.7683147791081884
249,0.6738990540190893,0.7763984009387526,0.9338199907884767
250,0.783901682457992,0.9416670948031592,0.8418726509660942
251,0.948905625116346,0.8498511537673777,0.6303937693746148
252,0.8572367680839271,0.6386744893850804,0.5568358975167088
253,0.6463983969093636,0.5652217365564552,0.7131463752147589
254,0.5730633112834285,0.7213088363172837,0.7131463752147589
255,0.7289003682385407,0.7213088363172837,0.8142884490193796
256,0.7289003682385407,0.8223063714566433,0.8142884490193796
257,0.8297361109742014,0.8223063714566433,0.7223411091969971
258,0.8297361109742014,0.7304904304208618,0.6211990353923765
259,0.7380672539417825,0.6294928952815022,0.7131463752147589
260,0.6372315112061218,0.7213088363172837,0.9522094587529532
261,0.7289003682385407,0.9600302830103156,1.0441567985753355
