,0,1,2
0,0.03363914373088686,0.027522935779816515,0.015290519877675851
1,0.027522935779816515,0.015290519877675851,0.012232415902140678
2,0.015290519877675851,0.012232415902140678,0.006116207951070346
3,0.012232415902140678,0.006116207951070346,0.006116207951070346
4,0.006116207951070346,0.006116207951070346,0.024464831804281356
5,0.006116207951070346,0.024464831804281356,0.021406727828746183
6,0.024464831804281356,0.021406727828746183,0.027522935779816515
7,0.021406727828746183,0.027522935779816515,0.058103975535168204
8,0.027522935779816515,0.058103975535168204,0.06422018348623855
9,0.058103975535168204,0.06422018348623855,0.06116207951070336
10,0.06422018348623855,0.06116207951070336,0.06727828746177371
11,0.06116207951070336,0.06727828746177371,0.042813455657492366
12,0.06727828746177371,0.042813455657492366,0.021406727828746183
13,0.042813455657492366,0.021406727828746183,0.006116207951070346
14,0.021406727828746183,0.006116207951070346,0.0
15,0.006116207951070346,0.0,0.003058103975535173
16,0.0,0.003058103975535173,0.0
17,0.003058103975535173,0.0,0.0
18,0.0,0.0,0.003058103975535173
19,0.0,0.003058103975535173,0.01834862385321101
20,0.003058103975535173,0.01834862385321101,0.03669724770642202
21,0.01834862385321101,0.03669724770642202,0.03363914373088686
22,0.03669724770642202,0.03363914373088686,0.024464831804281356
23,0.03363914373088686,0.024464831804281356,0.012232415902140678
24,0.024464831804281356,0.012232415902140678,0.01834862385321101
25,0.012232415902140678,0.01834862385321101,0.015290519877675851
26,0.01834862385321101,0.015290519877675851,0.012232415902140678
27,0.015290519877675851,0.012232415902140678,0.027522935779816515
28,0.012232415902140678,0.027522935779816515,0.03363914373088686
29,0.027522935779816515,0.03363914373088686,0.03363914373088686
30,0.03363914373088686,0.03363914373088686,0.027522935779816515
31,0.03363914373088686,0.027522935779816515,0.021406727828746183
32,0.027522935779816515,0.021406727828746183,0.015290519877675851
33,0.021406727828746183,0.015290519877675851,0.015290519877675851
34,0.015290519877675851,0.015290519877675851,0.015290519877675851
35,0.015290519877675851,0.015290519877675851,0.012232415902140678
36,0.015290519877675851,0.012232415902140678,0.012232415902140678
37,0.012232415902140678,0.012232415902140678,0.012232415902140678
38,0.012232415902140678,0.012232415902140678,0.021406727828746183
39,0.012232415902140678,0.021406727828746183,0.027522935779816515
40,0.021406727828746183,0.027522935779816515,0.03608562691131499
41,0.027522935779816515,0.03608562691131499,0.043425076452599395
42,0.03608562691131499,0.043425076452599395,0.07155963302752295
43,0.043425076452599395,0.07155963302752295,0.054434250764526
44,0.07155963302752295,0.054434250764526,0.07645259938837921
45,0.054434250764526,0.07645259938837921,0.06422018348623855
46,0.07645259938837921,0.06422018348623855,0.06299694189602446
47,0.06422018348623855,0.06299694189602446,0.026299694189602457
48,0.06299694189602446,0.026299694189602457,0.018960244648318053
49,0.026299694189602457,0.018960244648318053,0.02996941896024466
50,0.018960244648318053,0.02996941896024466,0.03363914373088686
51,0.02996941896024466,0.03363914373088686,0.040978593272171265
52,0.03363914373088686,0.040978593272171265,0.03730886850152906
53,0.040978593272171265,0.03730886850152906,0.03241590214067279
54,0.03730886850152906,0.03241590214067279,0.03853211009174312
